station_id,waiting_passengers,next_arrivals,timestamp
4,"{0: 16, 1: 9, 2: 21, 3: 4, 4: 17, 5: 2, 6: 27}",{},1737541039.95259,active
12,"{0: 19, 1: 15, 2: 27, 3: 5, 4: 7, 5: 0, 6: 23}",{},1737541039.9645922,active
1,"{0: 20, 1: 20, 2: 22, 3: 6, 4: 15, 5: 27, 6: 21}",{},1737541040.020598,active
6,"{0: 2, 1: 24, 2: 15, 3: 28, 4: 23, 5: 23, 6: 30}",{},1737541040.0806005,active
14,"{0: 19, 1: 14, 2: 14, 3: 23, 4: 16, 5: 6, 6: 18}",{},1737541040.1025898,active
9,"{0: 21, 1: 2, 2: 20, 3: 10, 4: 14, 5: 8, 6: 1}",{},1737541040.137591,active
16,"{0: 17, 1: 27, 2: 4, 3: 30, 4: 8, 5: 29, 6: 17}",{},1737541040.2995894,active
11,"{0: 22, 1: 18, 2: 7, 3: 14, 4: 17, 5: 9, 6: 29}",{},1737541040.3345876,active
3,"{0: 9, 1: 10, 2: 25, 3: 6, 4: 17, 5: 14, 6: 9}",{},1737541040.5786018,active
18,"{0: 7, 1: 28, 2: 12, 3: 14, 4: 0, 5: 6, 6: 10}",{},1737541040.7025797,active
0,"{0: 7, 1: 24, 2: 23, 3: 25, 4: 18, 5: 3, 6: 14}",{},1737541040.7805865,active
13,"{0: 10, 1: 26, 2: 22, 3: 3, 4: 25, 5: 6, 6: 10}",{},1737541040.7965965,active
8,"{0: 16, 1: 11, 2: 24, 3: 13, 4: 3, 5: 9, 6: 25}",{},1737541041.046589,active
5,"{0: 1, 1: 6, 2: 23, 3: 15, 4: 16, 5: 12, 6: 28}",{},1737541041.1576135,active
15,"{0: 19, 1: 29, 2: 7, 3: 0, 4: 0, 5: 24, 6: 22}",{},1737541041.2345886,active
10,"{0: 9, 1: 8, 2: 5, 3: 13, 4: 14, 5: 12, 6: 20}",{},1737541041.4215906,active
7,"{0: 4, 1: 12, 2: 16, 3: 14, 4: 17, 5: 28, 6: 26}",{},1737541041.547588,active
2,"{0: 25, 1: 26, 2: 17, 3: 16, 4: 14, 5: 23, 6: 0}",{},1737541041.5895896,active
17,"{0: 9, 1: 5, 2: 4, 3: 15, 4: 4, 5: 6, 6: 7}",{},1737541041.9215946,active
4,"{0: 16, 1: 9, 2: 21, 3: 4, 4: 17, 5: 2, 6: 27}",{},1737541041.953602,active
12,"{0: 19, 1: 15, 2: 27, 3: 5, 4: 7, 5: 0, 6: 23}",{},1737541041.9875855,active
1,"{0: 20, 1: 20, 2: 22, 3: 6, 4: 15, 5: 27, 6: 21}",{},1737541042.073593,active
6,"{0: 2, 1: 24, 2: 15, 3: 28, 4: 23, 5: 23, 6: 30}",{},1737541042.0966039,active
14,"{0: 19, 1: 14, 2: 14, 3: 23, 4: 16, 5: 6, 6: 18}",{},1737541042.1415918,active
9,"{0: 21, 1: 2, 2: 20, 3: 10, 4: 14, 5: 8, 6: 1}",{},1737541042.167597,active
16,"{0: 17, 1: 27, 2: 4, 3: 30, 4: 8, 5: 29, 6: 17}",{},1737541042.2975914,active
11,"{0: 22, 1: 18, 2: 7, 3: 14, 4: 17, 5: 9, 6: 29}",{},1737541042.3335896,active
3,"{0: 9, 1: 10, 2: 25, 3: 6, 4: 17, 5: 14, 6: 9}",{},1737541042.5785902,active
18,"{0: 7, 1: 28, 2: 12, 3: 14, 4: 0, 5: 6, 6: 10}",{},1737541042.7026007,active
0,"{0: 7, 1: 24, 2: 23, 3: 25, 4: 18, 5: 3, 6: 14}",{},1737541042.7815926,active
13,"{0: 10, 1: 26, 2: 22, 3: 3, 4: 25, 5: 6, 6: 10}",{},1737541042.7965872,active
8,"{0: 16, 1: 11, 2: 24, 3: 13, 4: 3, 5: 9, 6: 25}",{},1737541043.0465915,active
5,"{0: 1, 1: 6, 2: 23, 3: 15, 4: 16, 5: 12, 6: 28}",{},1737541043.1555848,active
15,"{0: 19, 1: 29, 2: 7, 3: 0, 4: 0, 5: 24, 6: 22}",{},1737541043.2495906,active
10,"{0: 9, 1: 8, 2: 5, 3: 13, 4: 14, 5: 12, 6: 20}",{},1737541043.4215884,active
7,"{0: 4, 1: 12, 2: 16, 3: 14, 4: 17, 5: 28, 6: 26}",{},1737541043.5455782,active
2,"{0: 25, 1: 26, 2: 17, 3: 16, 4: 14, 5: 23, 6: 0}",{},1737541043.645591,active
9,"{0: 21, 1: 2, 2: 20, 3: 10, 4: 14, 5: 8, 6: 1}",{},1737541043.874608,active
16,"{0: 17, 1: 27, 2: 4, 3: 30, 4: 8, 5: 29, 6: 17}",{},1737541043.891594,active
11,"{0: 22, 1: 18, 2: 7, 3: 14, 4: 17, 5: 9, 6: 29}",{},1737541043.9005837,active
12,"{0: 19, 1: 15, 2: 27, 3: 5, 4: 7, 5: 0, 6: 23}",{},1737541043.9085891,active
3,"{0: 9, 1: 10, 2: 25, 3: 6, 4: 17, 5: 14, 6: 9}",{},1737541043.918586,active
4,"{0: 16, 1: 9, 2: 21, 3: 4, 4: 17, 5: 2, 6: 27}",{},1737541043.9255867,active
14,"{0: 19, 1: 14, 2: 14, 3: 23, 4: 16, 5: 6, 6: 18}",{},1737541043.935586,active
13,"{0: 10, 1: 26, 2: 22, 3: 3, 4: 25, 5: 6, 6: 10}",{},1737541043.9405894,active
8,"{0: 16, 1: 11, 2: 24, 3: 13, 4: 3, 5: 9, 6: 25}",{},1737541043.950587,active
7,"{0: 4, 1: 12, 2: 16, 3: 14, 4: 17, 5: 28, 6: 26}",{},1737541043.9575875,active
5,"{0: 1, 1: 6, 2: 23, 3: 15, 4: 16, 5: 12, 6: 28}",{},1737541043.9665873,active
10,"{0: 9, 1: 8, 2: 5, 3: 13, 4: 14, 5: 12, 6: 20}",{},1737541043.9725852,active
1,"{0: 20, 1: 20, 2: 22, 3: 6, 4: 15, 5: 27, 6: 21}",{},1737541043.9896007,active
2,"{0: 25, 1: 26, 2: 17, 3: 16, 4: 14, 5: 23, 6: 0}",{},1737541044.0035985,active
0,"{0: 7, 1: 24, 2: 23, 3: 25, 4: 18, 5: 3, 6: 14}",{},1737541044.0205915,active
17,"{0: 9, 1: 5, 2: 4, 3: 15, 4: 4, 5: 6, 6: 7}",{},1737541044.0346057,active
15,"{0: 19, 1: 29, 2: 7, 3: 0, 4: 0, 5: 24, 6: 22}",{},1737541044.0505939,active
6,"{0: 2, 1: 24, 2: 15, 3: 28, 4: 23, 5: 23, 6: 30}",{},1737541044.0675955,active
18,"{0: 7, 1: 28, 2: 12, 3: 14, 4: 0, 5: 6, 6: 10}",{},1737541044.0795987,active
16,"{0: 17, 1: 27, 2: 4, 3: 30, 4: 8, 5: 29, 6: 17}",{},1737541045.8755822,active
9,"{0: 21, 1: 2, 2: 20, 3: 10, 4: 14, 5: 8, 6: 1}",{},1737541045.882586,active
12,"{0: 19, 1: 15, 2: 27, 3: 5, 4: 7, 5: 0, 6: 23}",{},1737541045.9055789,active
0,"{0: 10, 1: 11, 2: 6, 3: 18, 4: 24, 5: 6, 6: 1}",{},1737541074.3435338,active
0,"{0: 10, 1: 11, 2: 6, 3: 18, 4: 24, 5: 6, 6: 1}",{},1737541074.3605301,active
1,"{0: 23, 1: 28, 2: 19, 3: 3, 4: 2, 5: 10, 6: 27}",{},1737541075.6515281,active
1,"{0: 23, 1: 28, 2: 19, 3: 3, 4: 2, 5: 10, 6: 27}",{},1737541075.7205324,active
0,"{0: 10, 1: 11, 2: 6, 3: 18, 4: 24, 5: 6, 6: 1}",{},1737541076.3585207,active
2,"{0: 10, 1: 23, 2: 30, 3: 0, 4: 26, 5: 1, 6: 8}",{},1737541076.7925398,active
2,"{0: 10, 1: 23, 2: 30, 3: 0, 4: 26, 5: 1, 6: 8}",{},1737541076.8135335,active
1,"{0: 23, 1: 28, 2: 19, 3: 3, 4: 2, 5: 10, 6: 27}",{},1737541077.7335255,active
3,"{0: 2, 1: 16, 2: 30, 3: 15, 4: 26, 5: 16, 6: 13}",{},1737541077.9315326,active
3,"{0: 2, 1: 16, 2: 30, 3: 15, 4: 26, 5: 16, 6: 13}",{},1737541077.9495275,active
0,"{0: 10, 1: 11, 2: 6, 3: 18, 4: 24, 5: 6, 6: 1}",{},1737541078.3745358,active
2,"{0: 10, 1: 23, 2: 30, 3: 0, 4: 26, 5: 1, 6: 8}",{},1737541078.79953,active
4,"{0: 15, 1: 3, 2: 27, 3: 2, 4: 5, 5: 0, 6: 8}",{},1737541079.2235394,active
4,"{0: 15, 1: 3, 2: 27, 3: 2, 4: 5, 5: 3, 6: 8}",{},1737541079.2455313,active
1,"{0: 23, 1: 28, 2: 19, 3: 3, 4: 2, 5: 10, 6: 27}",{},1737541079.7365353,active
3,"{0: 2, 1: 16, 2: 30, 3: 15, 4: 26, 5: 16, 6: 13}",{},1737541079.9535303,active
0,"{0: 10, 1: 11, 2: 6, 3: 18, 4: 24, 5: 6, 6: 1}",{},1737541080.3985298,active
5,"{0: 22, 1: 14, 2: 20, 3: 12, 4: 27, 5: 20, 6: 27}",{},1737541080.422536,active
5,"{0: 22, 1: 14, 2: 20, 3: 12, 4: 27, 5: 20, 6: 27}",{},1737541080.4425285,active
2,"{0: 10, 1: 23, 2: 30, 3: 0, 4: 26, 5: 1, 6: 8}",{},1737541080.7985363,active
4,"{0: 15, 1: 3, 2: 27, 3: 2, 4: 5, 5: 3, 6: 8}",{},1737541081.2485266,active
6,"{0: 0, 1: 11, 2: 29, 3: 3, 4: 29, 5: 30, 6: 18}",{},1737541081.6425424,active
6,"{0: 0, 1: 11, 2: 29, 3: 3, 4: 29, 5: 30, 6: 18}",{},1737541081.667531,active
1,"{0: 23, 1: 28, 2: 19, 3: 3, 4: 2, 5: 10, 6: 27}",{},1737541081.74854,active
3,"{0: 2, 1: 16, 2: 30, 3: 15, 4: 26, 5: 16, 6: 13}",{},1737541081.9515266,active
0,"{0: 10, 1: 11, 2: 6, 3: 18, 4: 24, 5: 6, 6: 1}",{},1737541082.4045296,active
5,"{0: 22, 1: 14, 2: 20, 3: 12, 4: 27, 5: 20, 6: 27}",{},1737541082.451534,active
2,"{0: 10, 1: 23, 2: 30, 3: 0, 4: 26, 5: 1, 6: 8}",{},1737541082.796527,active
7,"{0: 17, 1: 7, 2: 25, 3: 20, 4: 25, 5: 22, 6: 23}",{},1737541082.8115335,active
7,"{0: 17, 1: 7, 2: 25, 3: 20, 4: 25, 5: 22, 6: 23}",{},1737541082.8245249,active
4,"{0: 15, 1: 3, 2: 27, 3: 2, 4: 5, 5: 3, 6: 8}",{},1737541083.2486107,active
6,"{0: 0, 1: 11, 2: 29, 3: 3, 4: 29, 5: 30, 6: 18}",{},1737541083.6705973,active
1,"{0: 23, 1: 28, 2: 19, 3: 3, 4: 2, 5: 10, 6: 27}",{},1737541083.7517407,active
3,"{0: 2, 1: 16, 2: 30, 3: 15, 4: 26, 5: 16, 6: 13}",{},1737541083.9616146,active
8,"{0: 0, 1: 26, 2: 15, 3: 4, 4: 27, 5: 23, 6: 11}",{},1737541084.1506062,active
8,"{0: 0, 1: 26, 2: 15, 3: 4, 4: 27, 5: 23, 6: 11}",{},1737541084.1676016,active
0,"{0: 10, 1: 11, 2: 6, 3: 18, 4: 24, 5: 6, 6: 1}",{},1737541084.4055977,active
5,"{0: 22, 1: 14, 2: 20, 3: 12, 4: 27, 5: 20, 6: 27}",{},1737541084.4526021,active
2,"{0: 10, 1: 23, 2: 30, 3: 0, 4: 26, 5: 1, 6: 8}",{},1737541084.7956045,active
7,"{0: 17, 1: 7, 2: 25, 3: 20, 4: 25, 5: 22, 6: 23}",{},1737541084.8275948,active
4,"{0: 15, 1: 3, 2: 27, 3: 2, 4: 5, 5: 3, 6: 8}",{},1737541085.2546072,active
9,"{0: 19, 1: 14, 2: 5, 3: 7, 4: 8, 5: 0, 6: 22}",{},1737541085.3746026,active
9,"{0: 19, 1: 14, 2: 5, 3: 7, 4: 8, 5: 0, 6: 22}",{},1737541085.3875937,active
6,"{0: 0, 1: 11, 2: 29, 3: 3, 4: 29, 5: 30, 6: 18}",{},1737541085.6705894,active
1,"{0: 23, 1: 28, 2: 19, 3: 3, 4: 2, 5: 10, 6: 27}",{},1737541085.7485888,active
3,"{0: 2, 1: 16, 2: 30, 3: 15, 4: 26, 5: 16, 6: 13}",{},1737541085.9515898,active
8,"{0: 0, 1: 26, 2: 15, 3: 4, 4: 27, 5: 23, 6: 11}",{},1737541086.1715972,active
0,"{0: 10, 1: 11, 2: 6, 3: 18, 4: 24, 5: 6, 6: 1}",{},1737541086.4056022,active
5,"{0: 22, 1: 14, 2: 20, 3: 12, 4: 27, 5: 20, 6: 27}",{},1737541086.4546032,active
10,"{0: 12, 1: 19, 2: 18, 3: 18, 4: 9, 5: 8, 6: 27}",{},1737541086.5656033,active
10,"{0: 12, 1: 19, 2: 18, 3: 18, 4: 9, 5: 8, 6: 27}",{},1737541086.584594,active
2,"{0: 10, 1: 23, 2: 30, 3: 0, 4: 26, 5: 1, 6: 8}",{},1737541086.7966015,active
7,"{0: 17, 1: 7, 2: 25, 3: 20, 4: 25, 5: 22, 6: 23}",{},1737541086.82659,active
4,"{0: 15, 1: 3, 2: 27, 3: 2, 4: 5, 5: 3, 6: 8}",{},1737541087.2595952,active
9,"{0: 19, 1: 14, 2: 5, 3: 7, 4: 8, 5: 0, 6: 22}",{},1737541087.387597,active
6,"{0: 0, 1: 11, 2: 29, 3: 3, 4: 29, 5: 30, 6: 18}",{},1737541087.740593,active
1,"{0: 23, 1: 28, 2: 19, 3: 3, 4: 2, 5: 10, 6: 27}",{},1737541087.7566068,active
11,"{0: 4, 1: 16, 2: 13, 3: 4, 4: 12, 5: 9, 6: 15}",{},1737541087.7917147,active
11,"{0: 4, 1: 16, 2: 13, 3: 4, 4: 12, 5: 9, 6: 15}",{},1737541087.8406985,active
3,"{0: 2, 1: 16, 2: 30, 3: 15, 4: 26, 5: 16, 6: 13}",{},1737541087.9527175,active
8,"{0: 0, 1: 26, 2: 15, 3: 4, 4: 27, 5: 23, 6: 11}",{},1737541088.171726,active
0,"{0: 10, 1: 11, 2: 6, 3: 18, 4: 24, 5: 6, 6: 1}",{},1737541088.404693,active
5,"{0: 22, 1: 14, 2: 20, 3: 12, 4: 27, 5: 20, 6: 27}",{},1737541088.4516904,active
10,"{0: 12, 1: 19, 2: 18, 3: 18, 4: 9, 5: 8, 6: 27}",{},1737541088.5776973,active
2,"{0: 10, 1: 23, 2: 30, 3: 0, 4: 26, 5: 1, 6: 8}",{},1737541088.8477058,active
7,"{0: 17, 1: 7, 2: 25, 3: 20, 4: 25, 5: 22, 6: 23}",{},1737541088.8577034,active
12,"{0: 26, 1: 7, 2: 24, 3: 5, 4: 5, 5: 20, 6: 18}",{},1737541089.0177047,active
12,"{0: 26, 1: 9, 2: 24, 3: 5, 4: 5, 5: 20, 6: 18}",{},1737541089.0497034,active
4,"{0: 15, 1: 3, 2: 27, 3: 2, 4: 5, 5: 3, 6: 8}",{},1737541089.2497005,active
9,"{0: 19, 1: 14, 2: 5, 3: 7, 4: 8, 5: 0, 6: 22}",{},1737541089.404692,active
6,"{0: 0, 1: 11, 2: 29, 3: 3, 4: 29, 5: 30, 6: 18}",{},1737541089.7487185,active
1,"{0: 23, 1: 28, 2: 19, 3: 3, 4: 2, 5: 10, 6: 27}",{},1737541089.754699,active
11,"{0: 4, 1: 16, 2: 13, 3: 4, 4: 12, 5: 9, 6: 15}",{},1737541089.8586957,active
3,"{0: 2, 1: 16, 2: 30, 3: 15, 4: 26, 5: 16, 6: 13}",{},1737541089.951699,active
8,"{0: 0, 1: 26, 2: 15, 3: 4, 4: 27, 5: 23, 6: 11}",{},1737541090.1727087,active
13,"{0: 9, 1: 12, 2: 27, 3: 4, 4: 20, 5: 23, 6: 14}",{},1737541090.1997113,active
13,"{0: 9, 1: 12, 2: 27, 3: 4, 4: 20, 5: 23, 6: 15}",{},1737541090.2197046,active
0,"{0: 10, 1: 11, 2: 6, 3: 18, 4: 24, 5: 6, 6: 1}",{},1737541090.4057026,active
5,"{0: 22, 1: 14, 2: 20, 3: 12, 4: 27, 5: 20, 6: 27}",{},1737541090.4526985,active
10,"{0: 12, 1: 19, 2: 18, 3: 18, 4: 9, 5: 8, 6: 27}",{},1737541090.5766897,active
2,"{0: 10, 1: 23, 2: 30, 3: 0, 4: 26, 5: 1, 6: 8}",{},1737541090.8286943,active
7,"{0: 17, 1: 7, 2: 25, 3: 20, 4: 25, 5: 22, 6: 23}",{},1737541090.8587103,active
12,"{0: 26, 1: 9, 2: 24, 3: 5, 4: 5, 5: 20, 6: 18}",{},1737541091.0477018,active
4,"{0: 15, 1: 3, 2: 27, 3: 2, 4: 5, 5: 3, 6: 8}",{},1737541091.2497027,active
14,"{0: 20, 1: 0, 2: 28, 3: 25, 4: 19, 5: 6, 6: 3}",{},1737541091.356705,active
14,"{0: 20, 1: 0, 2: 28, 3: 25, 4: 19, 5: 6, 6: 3}",{},1737541091.3727124,active
9,"{0: 19, 1: 14, 2: 5, 3: 7, 4: 8, 5: 0, 6: 22}",{},1737541091.4057028,active
1,"{0: 23, 1: 28, 2: 19, 3: 3, 4: 2, 5: 10, 6: 27}",{},1737541091.7496967,active
6,"{0: 0, 1: 11, 2: 29, 3: 3, 4: 29, 5: 30, 6: 18}",{},1737541091.7556975,active
11,"{0: 4, 1: 16, 2: 13, 3: 4, 4: 12, 5: 9, 6: 15}",{},1737541091.87469,active
3,"{0: 2, 1: 16, 2: 30, 3: 15, 4: 26, 5: 16, 6: 13}",{},1737541091.952697,active
8,"{0: 0, 1: 26, 2: 15, 3: 4, 4: 27, 5: 23, 6: 11}",{},1737541092.1717026,active
13,"{0: 9, 1: 12, 2: 27, 3: 4, 4: 20, 5: 23, 6: 15}",{},1737541092.2027001,active
0,"{0: 10, 1: 11, 2: 6, 3: 18, 4: 24, 5: 6, 6: 1}",{},1737541092.40671,active
5,"{0: 22, 1: 14, 2: 20, 3: 12, 4: 27, 5: 20, 6: 27}",{},1737541092.4577026,active
10,"{0: 12, 1: 19, 2: 18, 3: 18, 4: 9, 5: 8, 6: 27}",{},1737541092.5947006,active
15,"{0: 2, 1: 10, 2: 3, 3: 19, 4: 8, 5: 26, 6: 24}",{},1737541092.6327045,active
15,"{0: 2, 1: 10, 2: 3, 3: 19, 4: 8, 5: 26, 6: 24}",{},1737541092.6637125,active
2,"{0: 10, 1: 23, 2: 30, 3: 0, 4: 26, 5: 1, 6: 8}",{},1737541092.8297105,active
7,"{0: 17, 1: 7, 2: 25, 3: 20, 4: 25, 5: 22, 6: 23}",{},1737541092.8576918,active
12,"{0: 26, 1: 9, 2: 24, 3: 5, 4: 5, 5: 20, 6: 18}",{},1737541093.0466962,active
4,"{0: 15, 1: 3, 2: 27, 3: 2, 4: 5, 5: 3, 6: 8}",{},1737541093.2506952,active
14,"{0: 20, 1: 0, 2: 28, 3: 25, 4: 19, 5: 6, 6: 3}",{},1737541093.3747044,active
9,"{0: 19, 1: 14, 2: 5, 3: 7, 4: 8, 5: 0, 6: 22}",{},1737541093.4046903,active
16,"{0: 29, 1: 20, 2: 4, 3: 14, 4: 26, 5: 6, 6: 22}",{},1737541093.754719,active
6,"{0: 0, 1: 11, 2: 29, 3: 3, 4: 29, 5: 30, 6: 18}",{},1737541093.7747116,active
1,"{0: 23, 1: 28, 2: 19, 3: 3, 4: 2, 5: 10, 6: 27}",{},1737541093.7877069,active
16,"{0: 29, 1: 25, 2: 4, 3: 14, 4: 26, 5: 6, 6: 22}",{},1737541093.806717,active
11,"{0: 4, 1: 16, 2: 13, 3: 4, 4: 12, 5: 9, 6: 15}",{},1737541093.8746958,active
3,"{0: 2, 1: 16, 2: 30, 3: 15, 4: 26, 5: 16, 6: 13}",{},1737541093.9516993,active
8,"{0: 0, 1: 26, 2: 15, 3: 4, 4: 27, 5: 23, 6: 11}",{},1737541094.1717038,active
13,"{0: 9, 1: 12, 2: 27, 3: 4, 4: 20, 5: 23, 6: 15}",{},1737541094.2027023,active
0,"{0: 10, 1: 11, 2: 6, 3: 18, 4: 24, 5: 6, 6: 1}",{},1737541094.4206948,active
5,"{0: 22, 1: 14, 2: 20, 3: 12, 4: 27, 5: 20, 6: 27}",{},1737541094.4516962,active
10,"{0: 12, 1: 19, 2: 18, 3: 18, 4: 9, 5: 8, 6: 27}",{},1737541094.577698,active
15,"{0: 2, 1: 10, 2: 3, 3: 19, 4: 8, 5: 26, 6: 24}",{},1737541094.6716998,active
2,"{0: 10, 1: 23, 2: 30, 3: 0, 4: 26, 5: 1, 6: 8}",{},1737541094.8327181,active
7,"{0: 17, 1: 7, 2: 25, 3: 20, 4: 25, 5: 22, 6: 23}",{},1737541094.9137025,active
17,"{0: 16, 1: 19, 2: 4, 3: 29, 4: 1, 5: 8, 6: 12}",{},1737541094.9387019,active
17,"{0: 16, 1: 19, 2: 4, 3: 29, 4: 1, 5: 8, 6: 12}",{},1737541094.9546938,active
12,"{0: 26, 1: 9, 2: 24, 3: 5, 4: 5, 5: 20, 6: 18}",{},1737541095.050691,active
4,"{0: 15, 1: 3, 2: 27, 3: 2, 4: 5, 5: 3, 6: 8}",{},1737541095.249699,active
14,"{0: 20, 1: 0, 2: 28, 3: 25, 4: 19, 5: 6, 6: 3}",{},1737541095.3747032,active
9,"{0: 19, 1: 14, 2: 5, 3: 7, 4: 8, 5: 0, 6: 22}",{},1737541095.4056904,active
6,"{0: 0, 1: 11, 2: 29, 3: 3, 4: 29, 5: 30, 6: 18}",{},1737541095.780696,active
1,"{0: 23, 1: 28, 2: 19, 3: 3, 4: 2, 5: 10, 6: 27}",{},1737541095.7977006,active
16,"{0: 29, 1: 25, 2: 4, 3: 14, 4: 26, 5: 6, 6: 22}",{},1737541095.8077013,active
11,"{0: 4, 1: 16, 2: 13, 3: 4, 4: 12, 5: 9, 6: 15}",{},1737541095.874738,active
3,"{0: 2, 1: 16, 2: 30, 3: 15, 4: 26, 5: 16, 6: 13}",{},1737541095.9727018,active
18,"{0: 14, 1: 6, 2: 7, 3: 24, 4: 28, 5: 14, 6: 10}",{},1737541096.1647024,active
8,"{0: 0, 1: 26, 2: 15, 3: 4, 4: 27, 5: 23, 6: 11}",{},1737541096.1827056,active
18,"{0: 14, 1: 6, 2: 7, 3: 24, 4: 28, 5: 14, 6: 10}",{},1737541096.1997085,active
13,"{0: 9, 1: 12, 2: 27, 3: 4, 4: 20, 5: 23, 6: 15}",{},1737541096.2167053,active
0,"{0: 10, 1: 11, 2: 6, 3: 18, 4: 24, 5: 6, 6: 1}",{},1737541096.4217033,active
5,"{0: 22, 1: 14, 2: 20, 3: 12, 4: 27, 5: 20, 6: 27}",{},1737541096.452695,active
10,"{0: 12, 1: 19, 2: 18, 3: 18, 4: 9, 5: 8, 6: 27}",{},1737541096.5787005,active
15,"{0: 2, 1: 10, 2: 3, 3: 19, 4: 8, 5: 26, 6: 24}",{},1737541096.671696,active
2,"{0: 10, 1: 23, 2: 30, 3: 0, 4: 26, 5: 1, 6: 8}",{},1737541096.8276918,active
7,"{0: 17, 1: 7, 2: 25, 3: 20, 4: 25, 5: 22, 6: 23}",{},1737541096.9216905,active
17,"{0: 16, 1: 19, 2: 4, 3: 29, 4: 1, 5: 8, 6: 12}",{},1737541096.9527109,active
12,"{0: 26, 1: 9, 2: 24, 3: 5, 4: 5, 5: 20, 6: 18}",{},1737541097.047692,active
4,"{0: 15, 1: 3, 2: 27, 3: 2, 4: 5, 5: 3, 6: 8}",{},1737541097.26171,active
14,"{0: 20, 1: 0, 2: 28, 3: 25, 4: 19, 5: 6, 6: 3}",{},1737541097.3736918,active
9,"{0: 19, 1: 14, 2: 5, 3: 7, 4: 8, 5: 0, 6: 22}",{},1737541097.40469,active
6,"{0: 0, 1: 11, 2: 29, 3: 3, 4: 29, 5: 30, 6: 18}",{},1737541097.779694,active
1,"{0: 23, 1: 28, 2: 19, 3: 3, 4: 2, 5: 10, 6: 27}",{},1737541097.7966924,active
16,"{0: 29, 1: 25, 2: 4, 3: 14, 4: 26, 5: 6, 6: 22}",{},1737541097.8027003,active
11,"{0: 4, 1: 16, 2: 13, 3: 4, 4: 12, 5: 9, 6: 15}",{},1737541097.8746977,active
3,"{0: 2, 1: 16, 2: 30, 3: 15, 4: 26, 5: 16, 6: 13}",{},1737541097.9526918,active
8,"{0: 0, 1: 26, 2: 15, 3: 4, 4: 27, 5: 23, 6: 11}",{},1737541098.1716971,active
18,"{0: 14, 1: 6, 2: 7, 3: 24, 4: 28, 5: 14, 6: 10}",{},1737541098.2027009,active
13,"{0: 9, 1: 12, 2: 27, 3: 4, 4: 20, 5: 23, 6: 15}",{},1737541098.207698,active
0,"{0: 10, 1: 11, 2: 6, 3: 18, 4: 24, 5: 6, 6: 1}",{},1737541098.4217052,active
5,"{0: 22, 1: 14, 2: 20, 3: 12, 4: 27, 5: 20, 6: 27}",{},1737541098.4547138,active
10,"{0: 12, 1: 19, 2: 18, 3: 18, 4: 9, 5: 8, 6: 27}",{},1737541098.577691,active
15,"{0: 2, 1: 10, 2: 3, 3: 19, 4: 8, 5: 26, 6: 24}",{},1737541098.6716912,active
2,"{0: 10, 1: 23, 2: 30, 3: 0, 4: 26, 5: 1, 6: 8}",{},1737541098.8267083,active
7,"{0: 17, 1: 7, 2: 25, 3: 20, 4: 25, 5: 22, 6: 23}",{},1737541098.9216905,active
17,"{0: 16, 1: 19, 2: 4, 3: 29, 4: 1, 5: 8, 6: 12}",{},1737541098.9526906,active
12,"{0: 26, 1: 9, 2: 24, 3: 5, 4: 5, 5: 20, 6: 18}",{},1737541099.046709,active
4,"{0: 15, 1: 3, 2: 27, 3: 2, 4: 5, 5: 3, 6: 8}",{},1737541099.249694,active
14,"{0: 20, 1: 0, 2: 28, 3: 25, 4: 19, 5: 6, 6: 3}",{},1737541099.3736913,active
9,"{0: 19, 1: 14, 2: 5, 3: 7, 4: 8, 5: 0, 6: 22}",{},1737541099.4056947,active
6,"{0: 0, 1: 11, 2: 29, 3: 3, 4: 29, 5: 30, 6: 18}",{},1737541099.7827077,active
1,"{0: 23, 1: 28, 2: 19, 3: 3, 4: 2, 5: 10, 6: 27}",{},1737541099.7976987,active
16,"{0: 29, 1: 25, 2: 4, 3: 14, 4: 26, 5: 6, 6: 22}",{},1737541099.8037043,active
11,"{0: 4, 1: 16, 2: 13, 3: 4, 4: 12, 5: 9, 6: 15}",{},1737541099.8747005,active
3,"{0: 2, 1: 16, 2: 30, 3: 15, 4: 26, 5: 16, 6: 13}",{},1737541099.9747014,active
8,"{0: 0, 1: 26, 2: 15, 3: 4, 4: 27, 5: 23, 6: 11}",{},1737541100.1717093,active
18,"{0: 14, 1: 6, 2: 7, 3: 24, 4: 28, 5: 14, 6: 10}",{},1737541100.2037046,active
13,"{0: 9, 1: 12, 2: 27, 3: 4, 4: 20, 5: 23, 6: 15}",{},1737541100.2147038,active
0,"{0: 10, 1: 11, 2: 6, 3: 18, 4: 24, 5: 6, 6: 1}",{},1737541100.4216971,active
5,"{0: 22, 1: 14, 2: 20, 3: 12, 4: 27, 5: 20, 6: 27}",{},1737541100.4526987,active
10,"{0: 12, 1: 19, 2: 18, 3: 18, 4: 9, 5: 8, 6: 27}",{},1737541100.5776973,active
15,"{0: 2, 1: 10, 2: 3, 3: 19, 4: 8, 5: 26, 6: 24}",{},1737541100.671717,active
2,"{0: 10, 1: 23, 2: 30, 3: 0, 4: 26, 5: 1, 6: 8}",{},1737541100.8357053,active
7,"{0: 17, 1: 7, 2: 25, 3: 20, 4: 25, 5: 22, 6: 23}",{},1737541100.9376962,active
17,"{0: 16, 1: 19, 2: 4, 3: 29, 4: 1, 5: 8, 6: 12}",{},1737541100.9526982,active
